id,dut,categories,test,description,inputs,result,messages
1062,Site2-BGW2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet53/1 - P2P_Site2-S3_Ethernet6/1 = 'up',FAIL,Ethernet53/1 - Not configured
1063,Site2-BGW2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet6/1 - P2P_DCI-2_Ethernet5/1 = 'up',PASS,
1064,Site2-BGW2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet7/1 - P2P_DCI-3_Ethernet5/1 = 'up',PASS,
1065,Site2-BGW2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Loopback0 - ROUTER_ID = 'up',PASS,
1066,Site2-BGW2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Loopback1 - VXLAN_TUNNEL_SOURCE = 'up',PASS,
1067,Site2-BGW2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Loopback100 - DIAG_VRF_bluevrf = 'up',PASS,
1068,Site2-BGW2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Vlan2300 - bluenet1 = 'up',PASS,
1069,Site2-BGW2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Vlan2301 - bluenet2 = 'up',PASS,
1070,Site2-BGW2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Vxlan1 = 'up',PASS,
1071,Site2-BGW2,Routing,VerifyRoutingProtocolModel,Verifies the configured routing protocol model.,Routing protocol model: multi-agent,PASS,
1072,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.13 - Peer: Site1-L1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.13']
1073,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.14 - Peer: Site1-L2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.14']
1074,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.15 - Peer: Site1-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.15']
1075,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.17 - Peer: Site1-BGW1,PASS,
1076,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.18 - Peer: Site1-BGW2,PASS,
1077,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.19 - Peer: Site1-BGW3,PASS,
1078,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.1 - Peer: Site1-S1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.1']
1079,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.13 - Peer: Site1-L1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.13']
1080,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.14 - Peer: Site1-L2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.14']
1081,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.15 - Peer: Site1-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.15']
1082,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.16 - Peer: Site1-L4,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.16']
1083,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.17 - Peer: Site1-BGW1,PASS,
1084,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.18 - Peer: Site1-BGW2,PASS,
1085,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.19 - Peer: Site1-BGW3,PASS,
1086,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.2 - Peer: Site1-S2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.2']
1087,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.3 - Peer: Site1-S3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.3']
1088,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.1 - Peer: DCI-1,PASS,
1089,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.2 - Peer: DCI-2,PASS,
1090,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.3 - Peer: DCI-3,PASS,
1091,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.23 - Peer: Site2-L1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.23']
1092,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.24 - Peer: Site2-L2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.24']
1093,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.25 - Peer: Site2-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.25']
1094,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.27 - Peer: Site2-BGW1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.27']
1095,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.28 - Peer: Site2-BGW2,PASS,
1096,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.29 - Peer: Site2-BGW3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.29']
1097,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.1 - Peer: Site2-S1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.1']
1098,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.2 - Peer: Site2-S2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.2']
1099,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.23 - Peer: Site2-L1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.23']
1100,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.24 - Peer: Site2-L2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.24']
1101,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.25 - Peer: Site2-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.25']
1102,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.26 - Peer: Site2-L4,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.26']
1103,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.27 - Peer: Site2-BGW1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.27']
1104,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.28 - Peer: Site2-BGW2,PASS,
1105,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.29 - Peer: Site2-BGW3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.29']
1106,Site2-BGW2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.3 - Peer: Site2-S3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.3']
1107,Site2-BGW2,System,VerifyNTP,Verifies if NTP is synchronised.,,FAIL,The device is not synchronized with the configured NTP server(s): 'unsynchronised'
1108,Site2-BGW2,System,VerifyReloadCause,Verifies the last reload cause of the device.,,PASS,
1109,Site2-BGW3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: DCI-1 (IP: 192.168.250.1),FAIL,AFI: evpn Peer: 192.168.250.1 - Session state is not established - State: Connect
1110,Site2-BGW3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: DCI-2 (IP: 192.168.250.2),FAIL,AFI: evpn Peer: 192.168.250.2 - Session state is not established - State: Connect
1111,Site2-BGW3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: DCI-3 (IP: 192.168.250.3),FAIL,AFI: evpn Peer: 192.168.250.3 - Session state is not established - State: Connect
1112,Site2-BGW3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: Site2-S1 (IP: 192.2.255.1),FAIL,AFI: evpn Peer: 192.2.255.1 - Session state is not established - State: Active
1113,Site2-BGW3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: Site2-S2 (IP: 192.2.255.2),FAIL,AFI: evpn Peer: 192.2.255.2 - Session state is not established - State: Active
1114,Site2-BGW3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: Site2-S3 (IP: 192.2.255.3),FAIL,AFI: evpn Peer: 192.2.255.3 - Session state is not established - State: Active
1115,Site2-BGW3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: DCI-1 (IP: 172.16.30.31),PASS,
1116,Site2-BGW3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: DCI-2 (IP: 172.16.30.33),PASS,
1117,Site2-BGW3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: DCI-3 (IP: 172.16.30.35),PASS,
1118,Site2-BGW3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: Site2-S1 (IP: 172.32.255.156),FAIL,AFI: ipv4 SAFI: unicast VRF: default Peer: 172.32.255.156 - Session state is not established - State: Idle
1119,Site2-BGW3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: Site2-S2 (IP: 172.32.255.158),FAIL,AFI: ipv4 SAFI: unicast VRF: default Peer: 172.32.255.158 - Session state is not established - State: Idle
1120,Site2-BGW3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: Site2-S3 (IP: 172.32.255.160),FAIL,AFI: ipv4 SAFI: unicast VRF: default Peer: 172.32.255.160 - Session state is not established - State: Idle
1121,Site2-BGW3,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet5/1 - Remote: DCI-1 Ethernet6/1,PASS,
1122,Site2-BGW3,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet51/1 - Remote: Site2-S1 Ethernet7/1,FAIL,"Port Ethernet51/1 (Neighbor: Site2-S1.act.lab, Neighbor Port: Ethernet7/1) - Port not found"
1123,Site2-BGW3,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet52/1 - Remote: Site2-S2 Ethernet7/1,FAIL,"Port Ethernet52/1 (Neighbor: Site2-S2.act.lab, Neighbor Port: Ethernet7/1) - Port not found"
1124,Site2-BGW3,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet53/1 - Remote: Site2-S3 Ethernet7/1,FAIL,"Port Ethernet53/1 (Neighbor: Site2-S3.act.lab, Neighbor Port: Ethernet7/1) - Port not found"
1125,Site2-BGW3,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet6/1 - Remote: DCI-2 Ethernet6/1,PASS,
1126,Site2-BGW3,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet7/1 - Remote: DCI-3 Ethernet6/1,PASS,
1127,Site2-BGW3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.29) - Destination: DCI-1 Loopback0 (IP: 192.168.250.1),PASS,
1128,Site2-BGW3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.29) - Destination: DCI-2 Loopback0 (IP: 192.168.250.2),PASS,
1129,Site2-BGW3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.29) - Destination: DCI-3 Loopback0 (IP: 192.168.250.3),PASS,
1130,Site2-BGW3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.29) - Destination: Site1-BGW1 Loopback0 (IP: 192.0.255.17),PASS,
1131,Site2-BGW3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.29) - Destination: Site1-BGW2 Loopback0 (IP: 192.0.255.18),PASS,
1132,Site2-BGW3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.29) - Destination: Site1-BGW3 Loopback0 (IP: 192.0.255.19),PASS,
1133,Site2-BGW3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.29) - Destination: Site1-L1 Loopback0 (IP: 192.0.255.13),FAIL,"Host 192.0.255.13 (src: 192.2.255.29, vrf: default, size: 100B, repeat: 1) - Unreachable"
1134,Site2-BGW3,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.29) - Destination: Site1-L2 Loopback0 (IP: 192.0.255.14),FAIL,"Host 192.0.255.14 (src: 192.2.255.29, vrf: default, size: 100B, repeat: 1) - Unreachable"
