id,dut,categories,test,description,inputs,result,messages
1252,Site2-L1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet52/1 - P2P_Site2-S2_Ethernet1/1 = 'up',PASS,
1253,Site2-L1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet53/1 - P2P_Site2-S3_Ethernet1/1 = 'up',PASS,
1254,Site2-L1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Loopback0 - ROUTER_ID = 'up',PASS,
1255,Site2-L1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Loopback1 - VXLAN_TUNNEL_SOURCE = 'up',PASS,
1256,Site2-L1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Loopback100 - DIAG_VRF_bluevrf = 'up',PASS,
1257,Site2-L1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Vlan2300 - bluenet1 = 'up',PASS,
1258,Site2-L1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Vlan2301 - bluenet2 = 'up',PASS,
1259,Site2-L1,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Vxlan1 = 'up',PASS,
1260,Site2-L1,Routing,VerifyRoutingProtocolModel,Verifies the configured routing protocol model.,Routing protocol model: multi-agent,PASS,
1261,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.13 - Peer: Site1-L1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.13']
1262,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.14 - Peer: Site1-L2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.14']
1263,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.15 - Peer: Site1-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.15']
1264,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.17 - Peer: Site1-BGW1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.17']
1265,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.18 - Peer: Site1-BGW2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.18']
1266,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.19 - Peer: Site1-BGW3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.19']
1267,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.1 - Peer: Site1-S1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.1']
1268,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.13 - Peer: Site1-L1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.13']
1269,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.14 - Peer: Site1-L2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.14']
1270,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.15 - Peer: Site1-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.15']
1271,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.16 - Peer: Site1-L4,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.16']
1272,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.17 - Peer: Site1-BGW1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.17']
1273,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.18 - Peer: Site1-BGW2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.18']
1274,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.19 - Peer: Site1-BGW3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.19']
1275,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.2 - Peer: Site1-S2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.2']
1276,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.3 - Peer: Site1-S3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.3']
1277,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.1 - Peer: DCI-1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.168.250.1']
1278,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.2 - Peer: DCI-2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.168.250.2']
1279,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.3 - Peer: DCI-3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.168.250.3']
1280,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.23 - Peer: Site2-L1,PASS,
1281,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.24 - Peer: Site2-L2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.24']
1282,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.25 - Peer: Site2-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.25']
1283,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.27 - Peer: Site2-BGW1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.27']
1284,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.28 - Peer: Site2-BGW2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.28']
1285,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.29 - Peer: Site2-BGW3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.29']
1286,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.1 - Peer: Site2-S1,PASS,
1287,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.2 - Peer: Site2-S2,PASS,
1288,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.23 - Peer: Site2-L1,PASS,
1289,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.24 - Peer: Site2-L2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.24']
1290,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.25 - Peer: Site2-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.25']
1291,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.26 - Peer: Site2-L4,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.26']
1292,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.27 - Peer: Site2-BGW1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.27']
1293,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.28 - Peer: Site2-BGW2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.28']
1294,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.29 - Peer: Site2-BGW3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.29']
1295,Site2-L1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.3 - Peer: Site2-S3,PASS,
1296,Site2-L1,System,VerifyNTP,Verifies if NTP is synchronised.,,FAIL,The device is not synchronized with the configured NTP server(s): 'unsynchronised'
1297,Site2-L1,System,VerifyReloadCause,Verifies the last reload cause of the device.,,PASS,
1298,Site2-L2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: Site2-S1 (IP: 192.2.255.1),PASS,
1299,Site2-L2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: Site2-S2 (IP: 192.2.255.2),PASS,
1300,Site2-L2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP EVPN Peer: Site2-S3 (IP: 192.2.255.3),PASS,
1301,Site2-L2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: Site2-S1 (IP: 172.32.255.126),PASS,
1302,Site2-L2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: Site2-S2 (IP: 172.32.255.128),PASS,
1303,Site2-L2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s) for given address families.,BGP IPv4 Unicast Peer: Site2-S3 (IP: 172.32.255.130),PASS,
1304,Site2-L2,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet51/1 - Remote: Site2-S1 Ethernet2/1,PASS,
1305,Site2-L2,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet52/1 - Remote: Site2-S2 Ethernet2/1,PASS,
1306,Site2-L2,Connectivity,VerifyLLDPNeighbors,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Local: Ethernet53/1 - Remote: Site2-S3 Ethernet2/1,PASS,
1307,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.24) - Destination: DCI-1 Loopback0 (IP: 192.168.250.1),FAIL,"Host 192.168.250.1 (src: 192.2.255.24, vrf: default, size: 100B, repeat: 1) - Unreachable"
1308,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.24) - Destination: DCI-2 Loopback0 (IP: 192.168.250.2),FAIL,"Host 192.168.250.2 (src: 192.2.255.24, vrf: default, size: 100B, repeat: 1) - Unreachable"
1309,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.24) - Destination: DCI-3 Loopback0 (IP: 192.168.250.3),FAIL,"Host 192.168.250.3 (src: 192.2.255.24, vrf: default, size: 100B, repeat: 1) - Unreachable"
1310,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.24) - Destination: Site1-BGW1 Loopback0 (IP: 192.0.255.17),FAIL,"Host 192.0.255.17 (src: 192.2.255.24, vrf: default, size: 100B, repeat: 1) - Unreachable"
1311,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.24) - Destination: Site1-BGW2 Loopback0 (IP: 192.0.255.18),FAIL,"Host 192.0.255.18 (src: 192.2.255.24, vrf: default, size: 100B, repeat: 1) - Unreachable"
1312,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.24) - Destination: Site1-BGW3 Loopback0 (IP: 192.0.255.19),FAIL,"Host 192.0.255.19 (src: 192.2.255.24, vrf: default, size: 100B, repeat: 1) - Unreachable"
1313,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.24) - Destination: Site1-L1 Loopback0 (IP: 192.0.255.13),FAIL,"Host 192.0.255.13 (src: 192.2.255.24, vrf: default, size: 100B, repeat: 1) - Unreachable"
1314,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.24) - Destination: Site1-L2 Loopback0 (IP: 192.0.255.14),FAIL,"Host 192.0.255.14 (src: 192.2.255.24, vrf: default, size: 100B, repeat: 1) - Unreachable"
1315,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.24) - Destination: Site1-L3 Loopback0 (IP: 192.0.255.15),FAIL,"Host 192.0.255.15 (src: 192.2.255.24, vrf: default, size: 100B, repeat: 1) - Unreachable"
1316,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.24) - Destination: Site1-L4 Loopback0 (IP: 192.0.255.16),FAIL,"Host 192.0.255.16 (src: 192.2.255.24, vrf: default, size: 100B, repeat: 1) - Unreachable"
1317,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.24) - Destination: Site1-S1 Loopback0 (IP: 192.0.255.1),FAIL,"Host 192.0.255.1 (src: 192.2.255.24, vrf: default, size: 100B, repeat: 1) - Unreachable"
1318,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.24) - Destination: Site1-S2 Loopback0 (IP: 192.0.255.2),FAIL,"Host 192.0.255.2 (src: 192.2.255.24, vrf: default, size: 100B, repeat: 1) - Unreachable"
1319,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.24) - Destination: Site1-S3 Loopback0 (IP: 192.0.255.3),FAIL,"Host 192.0.255.3 (src: 192.2.255.24, vrf: default, size: 100B, repeat: 1) - Unreachable"
1320,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.24) - Destination: Site2-BGW1 Loopback0 (IP: 192.2.255.27),FAIL,"Host 192.2.255.27 (src: 192.2.255.24, vrf: default, size: 100B, repeat: 1) - Unreachable"
1321,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.24) - Destination: Site2-BGW2 Loopback0 (IP: 192.2.255.28),FAIL,"Host 192.2.255.28 (src: 192.2.255.24, vrf: default, size: 100B, repeat: 1) - Unreachable"
1322,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.24) - Destination: Site2-BGW3 Loopback0 (IP: 192.2.255.29),FAIL,"Host 192.2.255.29 (src: 192.2.255.24, vrf: default, size: 100B, repeat: 1) - Unreachable"
1323,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.24) - Destination: Site2-L1 Loopback0 (IP: 192.2.255.23),FAIL,"Host 192.2.255.23 (src: 192.2.255.24, vrf: default, size: 100B, repeat: 1) - Unreachable"
1324,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.24) - Destination: Site2-L2 Loopback0 (IP: 192.2.255.24),PASS,
1325,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.24) - Destination: Site2-L3 Loopback0 (IP: 192.2.255.25),FAIL,"Host 192.2.255.25 (src: 192.2.255.24, vrf: default, size: 100B, repeat: 1) - Unreachable"
1326,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.24) - Destination: Site2-L4 Loopback0 (IP: 192.2.255.26),FAIL,"Host 192.2.255.26 (src: 192.2.255.24, vrf: default, size: 100B, repeat: 1) - Unreachable"
1327,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.24) - Destination: Site2-S1 Loopback0 (IP: 192.2.255.1),PASS,
1328,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.24) - Destination: Site2-S2 Loopback0 (IP: 192.2.255.2),PASS,
1329,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.2.255.24) - Destination: Site2-S3 Loopback0 (IP: 192.2.255.3),PASS,
1330,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet51/1 (IP: 172.32.255.127) - Destination: Site2-S1 Ethernet2/1 (IP: 172.32.255.126),PASS,
1331,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet52/1 (IP: 172.32.255.129) - Destination: Site2-S2 Ethernet2/1 (IP: 172.32.255.128),PASS,
1332,Site2-L2,Connectivity,VerifyReachability,Test network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet53/1 (IP: 172.32.255.131) - Destination: Site2-S3 Ethernet2/1 (IP: 172.32.255.130),PASS,
1333,Site2-L2,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentCooling test is not supported on vEOS-lab.
1334,Site2-L2,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentPower test is not supported on vEOS-lab.
1335,Site2-L2,Hardware,VerifyTemperature,Verifies if the device temperature is within acceptable limits.,,SKIPPED,VerifyTemperature test is not supported on vEOS-lab.
1336,Site2-L2,Hardware,VerifyTransceiversManufacturers,Verifies if all the transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",SKIPPED,VerifyTransceiversManufacturers test is not supported on vEOS-lab.
1337,Site2-L2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet1 - test eth1 access port = 'up',FAIL,"Ethernet1 - Expected: up/up, Actual: down/down"
1338,Site2-L2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet2 - test eth2 routed port = 'up',PASS,
1339,Site2-L2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet51/1 - P2P_Site2-S1_Ethernet2/1 = 'up',PASS,
1340,Site2-L2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet52/1 - P2P_Site2-S2_Ethernet2/1 = 'up',PASS,
1341,Site2-L2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Ethernet53/1 - P2P_Site2-S3_Ethernet2/1 = 'up',PASS,
1342,Site2-L2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Loopback0 - ROUTER_ID = 'up',PASS,
1343,Site2-L2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Loopback1 - VXLAN_TUNNEL_SOURCE = 'up',PASS,
1344,Site2-L2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Loopback100 - DIAG_VRF_bluevrf = 'up',PASS,
1345,Site2-L2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Vlan2300 - bluenet1 = 'up',PASS,
1346,Site2-L2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Vlan2301 - bluenet2 = 'up',PASS,
1347,Site2-L2,Interfaces,VerifyInterfacesStatus,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interface Vxlan1 = 'up',PASS,
1348,Site2-L2,Routing,VerifyRoutingProtocolModel,Verifies the configured routing protocol model.,Routing protocol model: multi-agent,PASS,
1349,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.13 - Peer: Site1-L1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.13']
1350,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.14 - Peer: Site1-L2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.14']
1351,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.15 - Peer: Site1-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.15']
1352,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.17 - Peer: Site1-BGW1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.17']
1353,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.18 - Peer: Site1-BGW2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.18']
1354,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.19 - Peer: Site1-BGW3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.254.19']
1355,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.1 - Peer: Site1-S1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.1']
1356,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.13 - Peer: Site1-L1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.13']
1357,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.14 - Peer: Site1-L2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.14']
1358,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.15 - Peer: Site1-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.15']
1359,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.16 - Peer: Site1-L4,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.16']
1360,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.17 - Peer: Site1-BGW1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.17']
1361,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.18 - Peer: Site1-BGW2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.18']
1362,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.19 - Peer: Site1-BGW3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.19']
1363,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.2 - Peer: Site1-S2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.2']
1364,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.3 - Peer: Site1-S3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.0.255.3']
1365,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.1 - Peer: DCI-1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.168.250.1']
1366,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.2 - Peer: DCI-2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.168.250.2']
1367,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.3 - Peer: DCI-3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.168.250.3']
1368,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.23 - Peer: Site2-L1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.23']
1369,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.24 - Peer: Site2-L2,PASS,
1370,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.25 - Peer: Site2-L3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.25']
1371,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.27 - Peer: Site2-BGW1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.27']
1372,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.28 - Peer: Site2-BGW2,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.28']
1373,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.29 - Peer: Site2-BGW3,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.254.29']
1374,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.1 - Peer: Site2-S1,PASS,
1375,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.2 - Peer: Site2-S2,PASS,
1376,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.23 - Peer: Site2-L1,FAIL,The following route(s) are missing from the routing table of VRF default: ['192.2.255.23']
1377,Site2-L2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.24 - Peer: Site2-L2,PASS,
